pdb,subtype,y_true,y_pred
1arj,viral_tar,3.0,5.340012550354004
407d,duplex_groove,6.4634,5.834011554718018
408d,duplex_groove,7.3188,5.992774486541748
1qms,other_misc,9.0,6.9493513107299805
1byj,ribosomal_asite,5.699,5.687010765075684
1db6,other_misc,4.0,5.544767379760742
1cvy,duplex_groove,6.4202,5.979745388031006
454d,duplex_groove,8.0,6.344334125518799
1cvx,duplex_groove,4.9586,5.728997230529785
1f27,aptamer,6.0,7.403024196624756
1f1t,aptamer,7.3979,6.523905277252197
1qd3,other_misc,5.2291,5.635388374328613
1fyp,ribosomal_asite,5.6021,6.03529691696167
1i9v,ribosomal_asite,3.466,5.126227855682373
1nzm,g_quadruplex,6.4815,6.2672865465722225
1p96,duplex_groove,5.5952,5.184572696685791
1qv8,duplex_groove,6.9431,6.308732986450195
1qv4,duplex_groove,6.9066,6.12560510635376
1r4e,duplex_groove,5.2733,5.476555347442627
1q8n,aptamer,6.0969,6.709131240844727
1uts,viral_tar,7.4089,5.484776020050049
1uud,viral_tar,5.8125,5.36197566986084
1yrj,other_misc,6.699,5.66792631149292
2bee,ribosomal_asite,7.0,6.010862350463867
2be0,ribosomal_asite,6.8861,5.984156608581543
1ykv,other_misc,5.0,5.976445198059082
2g5k,ribosomal_asite,6.301,5.72490119934082
2b57,riboswitch,7.7696,5.1519244563742035
2f4s,ribosomal_asite,4.7212,5.435356140136719
2f4t,ribosomal_asite,5.6576,5.734951496124268
2g9c,other_misc,5.699,5.329819679260254
2f4u,ribosomal_asite,5.2291,5.676408767700195
2au4,aptamer,7.1249,6.511972427368164
2o3w,ribosomal_asite,5.585,5.5347900390625
2o3x,ribosomal_asite,4.301,5.599485874176025
3e5c,riboswitch,9.2441,6.332662778162392
3fo4,riboswitch,6.1427,5.369072288097835
3ger,riboswitch,6.0506,5.628059556938113
2kgp,riboswitch,6.0,5.599127446066236
3fu2,riboswitch,7.699,6.58187619689469
3ges,riboswitch,4.699,5.218139677329415
3fo6,riboswitch,4.6383,5.172503488377977
3gog,riboswitch,4.6198,6.336296066564202
2kdq,viral_tar,7.5229,7.411403656005859
3ds7,other_misc,4.4089,6.097005844116211
3gao,riboswitch,4.4089,5.565450132636249
3g4m,riboswitch,5.3565,6.009995365066493
3got,riboswitch,5.3979,6.040974343350399
3jq4,other_misc,5.0,5.803807735443115
3mum,riboswitch,9.6778,9.0941967988555
3mxh,riboswitch,10.9586,8.138642492367463
3mur,riboswitch,7.8239,10.436646122919727
3la5,riboswitch,6.0,6.035017298119877
2ku0,other_misc,5.585,5.852683544158936
3owz,riboswitch,5.4559,4.204494764052319
3npn,riboswitch,7.4949,6.396362916192997
2kx8,other_misc,5.2,5.278960227966309
2ktz,other_misc,5.0458,6.015751361846924
2ygh,riboswitch,6.5086,6.007821844397269
2ydh,riboswitch,5.71,6.602419254485275
2xo1,aptamer,4.0,4.167821407318115
2xnz,aptamer,3.9586,3.867035627365112
3sd3,riboswitch,4.7447,5.164657496996284
3q50,riboswitch,8.6882,6.753417089114162
3q3z,riboswitch,8.6576,6.883880578756446
2l94,other_misc,3.4437,5.510323524475098
2xnw,aptamer,3.4318,3.331595659255981
3slm,other_misc,3.4214,6.424370765686035
2xo0,aptamer,4.0969,4.222468852996826
3s4p,other_misc,6.0,6.169226169586182
4aob,riboswitch,6.3098,6.030769159394896
4fe5,riboswitch,6.1355,6.8225345817643035
2loa,g_quadruplex,5.6576,6.473210121237912
4erj,riboswitch,2.5086,3.422402445101019
2lwk,other_misc,4.2967,5.205312252044678
4erl,riboswitch,3.2441,3.3408727642063667
2mb3,other_misc,5.1308,6.147456645965576
2rsk,other_misc,5.0,6.62946891784668
4jf2,riboswitch,7.7471,6.855534974666474
4kqy,riboswitch,7.7212,6.596586287237497
4oqu,riboswitch,6.3872,5.081778046410573
4lvz,riboswitch,6.301,6.228638020943567
4nyg,riboswitch,5.8239,4.537551530769988
4nyb,riboswitch,3.9872,3.531654015350277
4lvy,riboswitch,3.9586,4.832068550456233
4lvx,riboswitch,4.7447,4.164418107881085
4qln,riboswitch,5.5376,6.933481618481319
4lx5,riboswitch,6.6716,6.996176928040921
4nyc,riboswitch,3.5528,3.4203301638150476
4qk8,riboswitch,6.5229,6.731727512826489
4qk9,riboswitch,6.5229,6.950375453418865
4nya,riboswitch,4.3098,4.172036495258761
4w90,riboswitch,7.2749,6.891525041727326
4ts0,aptamer,6.2757,6.2596211433410645
4ts2,aptamer,6.2757,6.267354965209961
4qlm,riboswitch,7.1805,6.001810475450926
4lvw,riboswitch,4.1805,4.728908321169129
4nyd,riboswitch,3.1739,5.295687763061801
4l81,riboswitch,5.1367,6.686358202808391
4lw0,riboswitch,5.0969,5.295419552942041
4lvv,riboswitch,5.0177,4.3168900379299355
4lx6,riboswitch,7.0223,6.165862203621664
2mg8,g_quadruplex,6.0155,6.383757448797269
4yb0,riboswitch,6.0315,7.39799065784729
4xwf,g_quadruplex,5.9666,2.327899932861328
4znp,g_quadruplex,5.3279,2.657599925994873
5c7u,riboswitch,7.3768,5.6917641004415245
5btp,g_quadruplex,6.3125,2.327899932861328
5c7w,riboswitch,7.3188,6.2496449446818865
2mxs,ribosomal_asite,5.2924,5.863815784454346
4rzd,riboswitch,8.1871,6.7132683909773565
4yaz,riboswitch,7.1759,6.102266022753826
2n0j,ribosomal_asite,6.4815,5.614933490753174
5cdb,g_quadruplex,5.9586,6.397978899528653
5lwj,other_misc,5.5432,5.997793674468994
5uzz,other_misc,6.699,6.345890522003174
5kpy,aptamer,5.4089,6.061594486236572
5uee,other_misc,3.699,5.995673656463623
5v3f,aptamer,8.5229,8.63102912902832
5z80,other_misc,5.9136,5.969972133636475
6d2u,other_misc,9.7447,6.50337553024292
6dmc,riboswitch,6.2924,6.0390266395093795
6c65,aptamer,9.0458,8.672234535217285
6c63,aptamer,8.9586,9.123218536376951
6c64,aptamer,8.8539,7.110732555389404
6ck4,riboswitch,5.7447,6.599913405765332
5w77,other_misc,4.7825,5.438558101654053
6ck5,riboswitch,5.699,4.1707000984879405
6fz0,riboswitch,5.3595,7.4172468804852585
6dlt,riboswitch,4.2277,5.586273335215557
6e84,aptamer,5.8539,6.123398780822754
6j2w,other_misc,5.8539,5.586822032928467
6e8t,aptamer,8.7696,8.173084259033203
