pdb,subtype,y_true,y_pred,rs_subclass
1arj,viral_tar,3.0,5.340012550354004,other_lig
407d,duplex_groove,6.463399887084961,5.834011554718018,other_lig
408d,duplex_groove,7.31879997253418,5.992774486541748,other_lig
1qms,other_misc,9.0,8.58684052957982,other_lig
1byj,ribosomal_asite,5.698999881744385,5.687010765075684,other_lig
1db6,other_misc,4.0,5.132728845525662,other_lig
1cvy,duplex_groove,6.420199871063232,5.979745388031006,other_lig
454d,duplex_groove,8.0,6.344334125518799,other_lig
1cvx,duplex_groove,4.958600044250488,5.728997230529785,other_lig
1f27,aptamer,6.0,7.403024196624755,other_lig
1f1t,aptamer,7.397900104522705,6.523905277252197,other_lig
1qd3,other_misc,5.229100227355957,6.220052665339916,other_lig
1fyp,ribosomal_asite,5.602099895477295,6.03529691696167,other_lig
1i9v,ribosomal_asite,3.4660000801086426,5.126227855682374,other_lig
1nzm,g_quadruplex,6.481500148773193,6.267269093902245,other_lig
1p96,duplex_groove,5.595200061798096,5.184572696685791,other_lig
1qv8,duplex_groove,6.9430999755859375,6.308732986450195,other_lig
1qv4,duplex_groove,6.906599998474121,6.12560510635376,other_lig
1r4e,duplex_groove,5.2733001708984375,5.476555347442627,other_lig
1q8n,aptamer,6.09689998626709,6.709131240844727,other_lig
1uts,viral_tar,7.408899784088135,5.48477602005005,other_lig
1uud,viral_tar,5.8125,5.36197566986084,other_lig
1yrj,other_misc,6.698999881744385,5.264642736424076,other_lig
2bee,ribosomal_asite,7.0,6.010862350463868,other_lig
2be0,ribosomal_asite,6.886099815368652,5.984156608581543,other_lig
1ykv,other_misc,5.0,4.974771784648159,other_lig
2g5k,ribosomal_asite,6.301000118255615,5.72490119934082,other_lig
2b57,riboswitch,7.769599914550781,5.340464581301454,purine
2f4s,ribosomal_asite,4.721199989318848,5.435356140136719,other_lig
2f4t,ribosomal_asite,5.657599925994873,5.734951496124268,other_lig
2g9c,other_misc,5.698999881744385,5.813644223764866,other_lig
2f4u,ribosomal_asite,5.229100227355957,5.676408767700195,other_lig
2au4,aptamer,7.124899864196777,6.511972427368164,other_lig
2o3w,ribosomal_asite,5.585000038146973,5.5347900390625,other_lig
2o3x,ribosomal_asite,4.301000118255615,5.599485874176025,other_lig
3e5c,riboswitch,9.244099617004395,8.54561581260781,SAM_SAH
3fo4,riboswitch,6.1427001953125,5.59959333120526,purine
3ger,riboswitch,6.050600051879883,5.624932735136614,purine
2kgp,riboswitch,6.0,5.856610858062648,purine
3fu2,riboswitch,7.698999881744385,4.6902015638800165,FMN_FAD
3ges,riboswitch,4.698999881744385,5.481962748657313,purine
3fo6,riboswitch,4.638299942016602,5.3347206033647385,purine
3gog,riboswitch,4.619800090789795,5.878170632311699,purine
2kdq,viral_tar,7.522900104522705,7.411403656005859,other_lig
